drug_id,disease_id
0,42
0,91
0,261
0,274
0,284
1,284
2,19
2,42
2,128
2,274
3,71
3,114
3,116
4,51
4,266
4,270
6,94
6,211
8,177
10,66
10,86
10,112
10,160
10,293
10,305
11,180
12,158
12,209
13,154
14,243
15,79
16,82
16,200
16,223
16,243
17,227
18,25
18,242
19,7
19,31
19,155
19,191
19,231
19,287
19,289
20,197
21,182
21,183
21,226
21,306
22,3
22,114
22,232
23,72
23,273
24,109
24,117
25,108
25,312
26,82
26,108
26,312
27,8
28,269
29,38
29,41
29,68
29,144
29,148
29,272
29,292
30,69
31,144
31,210
32,108
32,312
33,214
34,1
34,31
35,250
36,1
36,86
37,61
37,312
38,284
39,57
39,66
39,79
39,86
39,102
40,108
40,129
41,311
42,312
43,142
44,284
45,103
46,14
46,147
46,263
47,82
47,108
47,161
47,174
47,264
47,312
48,43
48,117
48,138
48,182
48,183
48,226
48,306
49,102
49,246
49,294
49,296
49,297
49,298
51,162
51,166
51,269
52,34
52,37
52,265
53,108
53,312
54,72
54,310
55,1
55,86
55,111
56,174
57,192
58,79
58,102
59,15
59,38
59,220
60,232
61,31
61,118
61,119
62,60
62,135
63,267
64,111
64,177
65,241
67,193
67,206
67,214
67,233
67,241
68,17
68,108
68,146
68,299
68,311
69,1
69,31
69,118
69,119
70,108
70,130
70,312
71,86
71,230
71,246
71,255
71,295
72,108
72,312
73,162
73,166
73,269
74,142
75,64
75,65
75,217
75,240
77,86
78,2
78,3
78,71
78,113
78,114
78,214
78,241
79,34
79,37
79,265
80,69
80,86
80,109
80,117
81,3
81,19
81,128
81,175
81,258
81,274
82,61
82,62
82,108
82,278
83,69
84,15
84,98
84,193
84,233
84,238
85,86
86,86
87,51
87,52
87,53
87,186
88,42
90,212
90,241
91,299
91,311
92,108
92,312
93,6
93,31
93,102
93,135
93,197
93,246
93,287
94,102
95,79
95,86
95,307
96,66
96,79
96,307
97,79
97,102
97,246
98,73
98,86
98,210
99,118
99,119
100,245
101,108
101,312
102,86
102,307
103,49
103,50
103,66
103,86
103,112
103,160
103,203
103,281
103,293
103,305
104,34
104,35
104,37
104,127
104,139
104,265
105,269
106,86
107,109
107,135
107,249
108,17
108,103
109,192
109,282
110,14
110,147
110,251
110,263
111,87
112,108
112,130
112,312
113,86
113,155
113,261
114,6
115,19
115,151
116,276
117,102
118,79
119,86
120,236
122,135
123,14
123,108
123,147
124,79
124,87
125,42
125,139
125,151
126,83
127,79
127,155
127,272
128,61
128,108
128,246
128,278
128,312
130,118
131,23
132,164
132,170
132,171
132,173
132,182
132,184
132,253
133,30
133,108
133,130
133,312
134,7
134,31
134,287
135,156
135,166
135,174
137,31
137,118
137,119
138,61
138,62
138,79
138,83
138,87
138,278
138,307
139,299
139,311
140,30
140,273
141,162
141,269
142,177
143,230
143,250
143,277
144,21
144,75
144,143
144,288
145,71
145,116
145,241
145,280
145,288
146,130
148,142
149,135
150,34
150,37
150,265
151,1
151,31
151,118
152,34
152,35
152,37
152,265
153,188
154,6
154,108
154,161
154,174
154,264
154,284
154,312
155,69
156,73
156,155
156,185
156,225
157,193
158,79
158,138
158,183
158,226
159,87
159,102
159,178
159,246
159,259
159,289
159,290
160,108
160,218
160,264
161,257
161,279
162,115
162,162
162,284
163,19
163,75
163,288
164,32
164,49
164,93
164,282
165,15
165,181
165,193
165,233
166,19
166,241
167,14
167,147
167,263
168,61
168,62
168,108
168,278
169,64
169,240
170,86
171,86
171,104
171,108
171,155
171,261
171,312
172,69
172,117
172,270
173,66
173,86
174,152
175,86
175,254
176,155
177,12
178,162
178,166
179,43
179,117
179,135
179,295
180,5
180,185
182,79
182,135
183,214
184,3
184,19
184,114
185,56
185,66
185,112
185,124
185,125
185,160
185,293
185,305
186,108
186,278
187,299
187,311
188,6
188,101
188,110
188,117
188,221
188,247
189,34
189,35
189,37
